iter	RMSE
235	0.07406621891
236	0.07394543268
237	0.07382413889
238	0.07376510405
239	0.0737023892
240	0.07357250357
241	0.07345266641
242	0.07339086011
243	0.07333614761
244	0.07321247425
245	0.07309162614
246	0.07297447449
247	0.07291804907
248	0.07280211144
249	0.07267301944
250	0.07262127203
251	0.07257666191
252	0.07245327037
253	0.07241174032
254	0.07230003567
255	0.07218558426
256	0.07206505806
257	0.07201257027
258	0.07190315271
259	0.0718517339
260	0.07173107603
261	0.07162744895
262	0.07151158885
263	0.07146187663
264	0.07134130316
265	0.07123412962
266	0.07117714834
267	0.07107986539
268	0.07097755104
269	0.07087305058
270	0.07075876049
271	0.07066002567
272	0.07061857433
273	0.070518198
274	0.07047002174
275	0.07036948538
276	0.07026261422
277	0.07015430854
278	0.070065728
279	0.06994190686
280	0.06989757976
281	0.06979675435
282	0.06976206854
283	0.06964552008
284	0.06956723574
285	0.0694695169
286	0.06939213742
287	0.0692729093
288	0.0692285111
289	0.06912757672
290	0.06908535926
291	0.06899106228
292	0.06895003209
293	0.06884810025
294	0.06874521033
295	0.06864168406
296	0.06852736366
297	0.06843238625
298	0.06838836386
299	0.06834340593
300	0.06823623966
301	0.06814269913
302	0.06804437285
303	0.06794563872
304	0.06790460679
305	0.06783552282
306	0.06775772194
307	0.06771783549
308	0.06761558405
309	0.06757553299
310	0.06746553114
311	0.06736403185
312	0.06726521814
313	0.06722698219
314	0.06713042776
315	0.06703904201
316	0.06694122223
317	0.06686087289
318	0.06676392388
319	0.06669077727
320	0.06665420611
321	0.06656802596
322	0.06653211504
323	0.06642618373
324	0.06633753763
325	0.06625195593
326	0.06616019325
327	0.06612379684
328	0.06602302362
329	0.06593154931
330	0.06583883938
331	0.06574577195
332	0.06570841998
333	0.06563320143
334	0.06559903387
335	0.06551087504
336	0.06542236198
337	0.06532373622
338	0.06524978014
339	0.06518093829
340	0.06508984992
341	0.06501553433
342	0.06498419688
343	0.06488082809
344	0.06479506732
345	0.06472115424
346	0.06466362394
347	0.06458501363
348	0.06455263466
349	0.06448250642
350	0.0644248222
351	0.06432376137
352	0.06423368961
353	0.06419934078
354	0.06416906046
355	0.06407605366
356	0.06399136355
357	0.06389556717
358	0.06385923856
359	0.0637801592
360	0.06374484198
361	0.06366807427
362	0.06358957405
363	0.06351988087
364	0.0634524838
365	0.06339270857
366	0.06331022563
367	0.06323838567
368	0.06316151538
369	0.06312686902
370	0.06305318214
371	0.06296104843
372	0.06288647974
373	0.06280680632
374	0.06272164366
375	0.06269252004
376	0.06261161538
377	0.06253708483
378	0.06244526528
379	0.06237868215
380	0.06232818922
381	0.06227043799
382	0.06223501393
383	0.06220658668
384	0.0621412672
385	0.06207104967
386	0.06200705115
387	0.06192246936
388	0.06189501762
389	0.0618309659
390	0.06180417396
391	0.0617259561
392	0.06164748871
393	0.0615641162
394	0.06151174837
395	0.06144542331
396	0.06138281144
397	0.06132467508
398	0.06126044189
399	0.06119122203
400	0.06112367207
401	0.06106590582
402	0.06085778085
403	0.06077855695
404	0.06071109195
405	0.06064762318
406	0.06061503229
407	0.0605386678
408	0.06047282686
409	0.06040156597
410	0.06031227411
411	0.06024734775
412	0.06021987289
413	0.06017329447
414	0.06001961628
415	0.0599530878
416	0.0598904592
417	0.05983019816
418	0.05976914895
419	0.05974304064
420	0.05971648004
421	0.05964109096
422	0.05956130408
423	0.05951877408
424	0.05944212577
425	0.05941053108
426	0.05935445976
427	0.05928924508
428	0.05923229156
429	0.05917015448
430	0.05914528914
431	0.05908031867
432	0.05900486819
433	0.05893918145
434	0.05888509153
435	0.05882493055
436	0.05877580745
437	0.05875138042
438	0.05869335695
439	0.05863200933
440	0.05856570367
441	0.05851967957
442	0.05845081649
443	0.05839973599
444	0.05827481861
445	0.05819580456
446	0.05812571747
447	0.0579926733
448	0.05794813422
449	0.05788431005
450	0.0578593351
451	0.05780400551
452	0.05777229373
453	0.05771130783
454	0.05766063707
455	0.05763641418
456	0.05749638327
457	0.05741818319
458	0.05735563177
459	0.05729538815
460	0.05724706403
461	0.05718708041
462	0.05712518855
463	0.05707513257
464	0.05703096989
465	0.05699916925
466	0.05694141904
467	0.05691879487
468	0.05686408811
469	0.05680361286
470	0.0567328843
471	0.05667136614
472	0.05662652843
473	0.05660286999
474	0.0565476595
475	0.05648102579
476	0.05642796095
477	0.05636494651
478	0.056321822
479	0.05626356667
480	0.05623509767
481	0.05607458869
482	0.0560516188
483	0.05600005665
484	0.05589710267
485	0.05583188502
486	0.0557749645
487	0.0557218306
488	0.05566233341
489	0.05560680229
490	0.05558427874
491	0.05552805888
492	0.05547960549
493	0.05542926043
494	0.05539014804
495	0.05528899294
496	0.05525348937
497	0.05519077845
498	0.05516180656
499	0.05508871233
500	0.05504291828
501	0.05499080231
502	0.05494005234
503	0.05488613909
504	0.05485964553
505	0.05475675248
506	0.05473352632
507	0.05468968422
508	0.05456124085
509	0.05450310914
510	0.05445984567
511	0.05440814434
512	0.05438692915
513	0.05433682378
514	0.05431608961
515	0.0542570603
516	0.05419560823
517	0.05405081667
518	0.05399211463
519	0.05393437984
520	0.05388548624
521	0.05383508116
522	0.05378746078
523	0.05374767044
524	0.05370758486
525	0.0536683511
526	0.0536133768
527	0.05357363546
528	0.05352116508
529	0.05347340862
530	0.053431497
531	0.05338441468
532	0.05335019011
533	0.05323853377
534	0.05316087354
535	0.05311649732
536	0.0530639054
537	0.05302016163
538	0.05299897824
539	0.05295284243
540	0.05290638337
541	0.0528703194
542	0.0528497891
543	0.05280132536
544	0.052752691
545	0.05271784832
546	0.05267300186
547	0.05263830044
548	0.05261983109
549	0.05258903923
550	0.05254697134
551	0.05248929254
552	0.0524435092
553	0.05242358136
554	0.05236629366
555	0.05234683605
556	0.05232785041
557	0.05228448939
558	0.05221949364
559	0.05220092148
560	0.05215654608
561	0.05211225158
562	0.05205457162
563	0.05195221104
564	0.05191538549
565	0.05187089532
566	0.0518259978
567	0.05180821958
568	0.05176215259
569	0.05172938311
570	0.05168811692
571	0.05162389844
572	0.05157235091
573	0.05152589741
574	0.05147368707
575	0.05143438604
576	0.05140306758
577	0.05133871117
578	0.05129745601
579	0.05127769979
580	0.05122867606
581	0.05116984801
582	0.05107213344
583	0.05102433892
584	0.05100716165
585	0.05096001148
586	0.05094320952
587	0.0508706067
588	0.05083673907
589	0.05079786715
590	0.05078134202
591	0.05074610282
592	0.05070976733
593	0.05069303377
594	0.05067504935
595	0.05065903587
596	0.05058146832
597	0.05054952757
598	0.05050276408
599	0.05046919788
600	0.05042804538
601	0.05035929108
602	0.0503190179
603	0.05027521404
604	0.05024466751
605	0.05021330656
606	0.05017629799
607	0.05013216986
608	0.0500994136
609	0.04998835308
610	0.04993100968
611	0.04989867134
612	0.04988276001
613	0.04986241264
614	0.04981522562
615	0.04976717585
616	0.0497249377
617	0.04967514363
618	0.04963262075
619	0.04959976235
620	0.04956366634
621	0.04952259518
622	0.04950741581
623	0.04945832184
624	0.0494190535
625	0.04936841114
626	0.0493345072
627	0.04928211144
628	0.04925013776
629	0.0492012796
630	0.04916341166
631	0.04909991596
632	0.04906606093
633	0.04902455956
634	0.04899541289
635	0.04896598666
636	0.04894901634
637	0.04892012546
638	0.04888981758
639	0.04885865141
640	0.04881906919
641	0.04877289186
642	0.04874419106
643	0.04870665002
644	0.04865652315
645	0.0486345913
646	0.04860083717
647	0.04856193552
648	0.04853143451
649	0.04848661844
650	0.0484521232
651	0.04840798234
652	0.04837122259
653	0.04833885696
654	0.04828145301
655	0.04822382185
656	0.04818620376
657	0.04815787264
658	0.04814332782
659	0.04808796303
660	0.0480516747
661	0.04801369253
662	0.04798344019
663	0.04794483962
664	0.04787483382
665	0.047828948
666	0.04781463699
667	0.04778606371
668	0.04775614624
669	0.04772483349
670	0.0476942083
671	0.04765372721
672	0.04760636718
673	0.04759227577
674	0.04756697232
675	0.04755316171
676	0.04752294578
677	0.04750043103
678	0.04746287292
679	0.04743783644
680	0.04739367069
681	0.04735978762
682	0.04732686623
683	0.04729476573
684	0.04726085421
685	0.04724756437
686	0.04723384626
687	0.0472012707
688	0.04716408319
689	0.04713702455
690	0.04709061026
691	0.0470631425
692	0.04703009125
693	0.0469748477
694	0.04696167676
695	0.0469271118
696	0.04689860527
697	0.04686524808
698	0.04683637684
699	0.04680397095
700	0.04676993275
701	0.0467441293
702	0.04671684874
703	0.04670381326
704	0.04667208355
705	0.0466447444
706	0.04659551521
707	0.04657249389
708	0.04652793262
709	0.0465154061
710	0.04648957915
711	0.04646433977
712	0.04641333247
713	0.04637849555
714	0.04635189066
715	0.04631887944
716	0.04627494336
717	0.04623865883
718	0.04620111173
719	0.04617385622
720	0.04614972726
721	0.04610944255
722	0.04608067589
723	0.04604966708
724	0.04600824257
725	0.04599231055
726	0.04589551114
727	0.04585722502
728	0.04581663111
729	0.04578843959
730	0.04575827074
731	0.04572621021
732	0.04569554713
733	0.04565501498
734	0.04563201906
735	0.04556137649
736	0.04552190941
737	0.04548914735
738	0.04546250975
739	0.04544120022
740	0.04541893782
741	0.04540630077
742	0.04537366678
743	0.04534746394
744	0.04532351215
745	0.04531138805
746	0.04526114277
747	0.04524900391
748	0.0452196515
749	0.04517521811
750	0.04512038041
751	0.04507616738
752	0.04504265017
753	0.04501082883
754	0.04497721103
755	0.04495166083
756	0.04490084308
757	0.04486387901
758	0.04482001383
759	0.04478971865
760	0.04477219881
761	0.0447234502
762	0.04469253939
763	0.04466351854
764	0.04464040267
765	0.04461917546
766	0.04459552531
767	0.04457272757
768	0.04454576456
769	0.04451161914
770	0.04447885168
771	0.04444980188
772	0.04442074216
773	0.04439641669
774	0.04438394284
775	0.04435084384
776	0.04433294962
777	0.04431314737
778	0.04428321932
779	0.04426186005
780	0.04422084829
781	0.04418060336
782	0.04415195863
783	0.04412811795
784	0.04410433121
785	0.04409240389
786	0.04405989959
787	0.04403480052
788	0.04399055328
789	0.04397120667
790	0.04395918197
791	0.04394011857
792	0.04391780266
793	0.0438895788
794	0.0438619029
795	0.04382598708
796	0.04378941549
797	0.04374666204
798	0.04370805323
799	0.04367949288
800	0.04366784971
801	0.04364553508
802	0.04360643088
803	0.04359497187
804	0.04356427354
805	0.04354382278
806	0.04351733657
807	0.04344805097
808	0.04342522325
809	0.04341530157
810	0.04336688527
811	0.04333824699
812	0.04331190755
813	0.04327669754
814	0.04324685989
815	0.04320340426
816	0.04319343186
817	0.04317542108
818	0.04315079226
819	0.04312921784
820	0.0431052542
821	0.04308681972
822	0.04305523735
823	0.04301982202
824	0.0430008917
825	0.04297165349
826	0.04294691129
827	0.0429245872
828	0.04289705021
829	0.0428068622
830	0.04278563156
831	0.04275821076
832	0.04273568236
833	0.04269574322
834	0.04267199044
835	0.04264889127
836	0.04261568252
837	0.04259343675
838	0.04253910396
839	0.04250326494
840	0.04249329662
841	0.04245367311
842	0.04243155015
843	0.04240557997
844	0.04237663237
845	0.04235378586
846	0.04233275481
847	0.04231227614
848	0.04229468428
849	0.04226381772
850	0.04223975979
851	0.04221339643
852	0.04217973579
853	0.04214605828
854	0.0421208721
855	0.04211121837
856	0.04209266502
857	0.04207581123
858	0.04204263202
859	0.04201920417
860	0.04195474052
861	0.04192738978
862	0.04189967771
863	0.04176808512
864	0.04174631646
865	0.04171448004
866	0.04169097962
867	0.04165352966
868	0.04162113355
869	0.04160144637
870	0.04157995917
871	0.0415497698
872	0.04147341574
873	0.04146103683
874	0.04144097713
875	0.04142007349
876	0.04139227593
877	0.04136725067
878	0.04133805715
879	0.04131017782
880	0.04127764342
881	0.0412581471
882	0.04123561539
883	0.04122480443
884	0.04120717149
885	0.04119649157
886	0.04116031472
887	0.04114628239
888	0.04112169769
889	0.04109687344
890	0.04107621666
891	0.04105628458
892	0.04101884653
893	0.0409273331
894	0.0408607752
895	0.04084979281
896	0.0408261985
897	0.04079159866
898	0.04076700023
899	0.04075478789
900	0.04072918261
901	0.04070189325
902	0.04065170565
903	0.04063147816
904	0.04060846461
905	0.0405840532
906	0.04056769118
907	0.04053149192
908	0.04051942092
909	0.04049347964
910	0.04043447598
911	0.04039245878
912	0.04036943702
913	0.04035750208
914	0.04034249874
915	0.04033228994
916	0.04030423193
917	0.04026675583
918	0.04024736864
919	0.04022668052
920	0.0401893133
921	0.04017898052
922	0.04015032055
923	0.04012548927
924	0.04006389741
925	0.04005403416
926	0.04001914835
927	0.04000229534
928	0.03998426764
929	0.0399515367
930	0.03993391541
931	0.03990345782
932	0.03988276153
933	0.03986689653
934	0.03983533183
935	0.03982519032
936	0.03977492048
937	0.03976525317
938	0.03975048813
939	0.03973618318
940	0.03971760486
941	0.03964058043
942	0.03962948842
943	0.03955667323
944	0.03952693757
945	0.03943929672
946	0.03941135993
947	0.03938605791
948	0.03935721205
949	0.03934335788
950	0.03932120326
951	0.03929307856
952	0.03926928397
953	0.0392471623
954	0.03922449389
955	0.03919711424
956	0.03917295198
957	0.03915207205
958	0.03913359549
959	0.03909965998
960	0.03907258151
961	0.03904642872
962	0.03903096911
963	0.03901714811
964	0.03898822342
965	0.03897715712
966	0.03896275761
967	0.03894062635
968	0.03892428166
969	0.03891460506
970	0.03889720693
971	0.0388864866
972	0.03885019821
973	0.03884058856
974	0.03880017043
975	0.03877664543
976	0.03875414628
977	0.03872309344
978	0.03871387297
979	0.03868474187
980	0.03865900021
981	0.03864342449
982	0.03862345008
983	0.03860084295
984	0.03854022012
985	0.03852149657
986	0.03850107177
987	0.03844298377
988	0.03841910906
989	0.03839165515
990	0.0383705085
991	0.03834903294
992	0.03833372717
993	0.03830487144
994	0.03828840465
995	0.03825574114
996	0.03823858883
997	0.03822512065
998	0.0381934979
999	0.03816990512
