iter	RMSE
0	0.1351407704
1	0.1338915767
2	0.1325919279
3	0.1315238507
4	0.1305053454
5	0.1295473833
6	0.1286640004
7	0.1276848086
8	0.126648006
9	0.12596334
10	0.1250496673
11	0.1242190393
12	0.1235299452
13	0.1226976622
14	0.1221359931
15	0.1214614873
16	0.120767702
17	0.1200442019
18	0.1194269168
19	0.1188841414
20	0.1182239795
21	0.117656143
22	0.1169183779
23	0.116404403
24	0.1159845232
25	0.1153154507
26	0.1148103041
27	0.1143450737
28	0.1139063878
29	0.113137299
30	0.1125501219
31	0.1121056122
32	0.1115556813
33	0.1111069371
34	0.1107687274
35	0.1102738394
36	0.1098642518
37	0.1095086794
38	0.1091755713
39	0.1087108546
40	0.1084421657
41	0.1080372963
42	0.1076104845
43	0.1073382409
44	0.1069897262
45	0.1067047007
46	0.106265458
47	0.106014704
48	0.1056055245
49	0.105363085
50	0.1050004287
51	0.1045911157
52	0.1043482596
53	0.1039569281
54	0.1036412205
55	0.1033786379
56	0.1030710084
57	0.1028131716
58	0.1025134549
59	0.1022670429
60	0.1020131493
61	0.1017158302
62	0.1014581032
63	0.1011582632
64	0.1009770666
65	0.1007517038
66	0.1004068256
67	0.100088406
68	0.09983427911
69	0.09950215287
70	0.09928536101
71	0.09900528004
72	0.09876733578
73	0.09861633809
74	0.09840561127
75	0.09820285379
76	0.09798682534
77	0.09775676971
78	0.09751021337
79	0.09727534593
80	0.09707957665
81	0.09691040991
82	0.09673515713
83	0.0965117608
84	0.09620037064
85	0.09601689704
86	0.09584176469
87	0.09561003137
88	0.09537792031
89	0.09515138118
90	0.09496756248
91	0.09475158554
92	0.09455481905
93	0.09432678607
94	0.09415101816
95	0.09398110324
96	0.09380213394
97	0.09366612396
98	0.09351951807
99	0.09335678659
100	0.09321362145
101	0.09309200955
102	0.09294137354
103	0.09274979976
104	0.09251083147
105	0.09238395286
106	0.09216561104
107	0.09202770639
108	0.09185282846
109	0.09165220908
110	0.09158574347
111	0.09140446985
112	0.09116736426
113	0.09095726645
114	0.0908304441
115	0.09063681324
116	0.09041988737
117	0.09028309873
118	0.09011579098
119	0.08993815316
120	0.08972803772
121	0.08953727312
122	0.08938553446
123	0.08929320226
124	0.08915153971
125	0.08901636664
126	0.08884699504
127	0.08874083277
128	0.08855510024
129	0.08844121494
130	0.08827294623
131	0.08816261897
132	0.08798237674
133	0.08784597865
134	0.08769997426
135	0.08757680703
136	0.08744896511
137	0.08723580341
138	0.08709992759
139	0.08694831134
140	0.08683927962
141	0.08657123178
142	0.08639903295
143	0.086236145
144	0.0861359799
145	0.08600787871
146	0.08588865122
147	0.08578140552
148	0.08567044676
149	0.08557238492
150	0.08541178501
151	0.08531087849
152	0.08517686504
153	0.08503044426
154	0.08491481882
155	0.08478389953
156	0.08457499941
157	0.08445994981
158	0.08427785685
159	0.08420340175
160	0.08399033805
161	0.08383887314
162	0.08372317952
163	0.08353948439
164	0.08338276569
165	0.0832422971
166	0.08312616811
167	0.08295372492
168	0.08285044904
169	0.0826935378
170	0.08254327519
171	0.08239759985
172	0.08228325958
173	0.08211513375
174	0.08198522106
175	0.08184564918
176	0.0817062557
177	0.08157217471
178	0.08143804765
179	0.0812710208
180	0.08115503623
181	0.08105324135
182	0.08093486449
183	0.08075655378
184	0.0806363025
185	0.08052547828
186	0.08036565328
187	0.08021394561
188	0.08004177496
189	0.07989672378
190	0.07977222051
191	0.07964378535
192	0.07947763096
193	0.07936388209
194	0.07921402525
195	0.07906346341
196	0.0789384162
197	0.07877471747
198	0.07862981021
199	0.07849051495
200	0.07833956046
201	0.07819295179
202	0.07803926819
203	0.07789691319
204	0.07784568362
205	0.077701277
206	0.07757227029
207	0.07743144326
208	0.07728331263
209	0.07714035642
210	0.07701347936
211	0.07688777863
212	0.07676774268
213	0.07667538488
214	0.07653762162
215	0.07639490922
216	0.07625412805
217	0.07611019568
218	0.07604029561
219	0.07590813536
220	0.07578494712
221	0.07571190506
222	0.07558052509
223	0.07544767282
224	0.07532285414
225	0.07522057639
226	0.0750920786
227	0.07501680898
228	0.07488706027
229	0.07475289611
230	0.0746408786
231	0.07450565908
232	0.07444037845
233	0.07431227712
234	0.07419505556
